House_ID,Community_Name,Region,Current_Overcrowding_Index,Last_Refurbished_Date,Asset_Condition_Score
HSG-02561,Yandeyarra,Pilbara,2,2024-01-04,5
HSG-02562,Burringurrah,Gascoyne,4,2025-10-24,5
HSG-02563,Carnarvon Reserve,Gascoyne,7,1998-09-24,4
HSG-02564,Carnarvon Reserve,Gascoyne,4,2014-05-25,5
HSG-02565,Carnarvon Reserve,Gascoyne,5,2025-10-24,6
HSG-02566,Burringurrah,Gascoyne,6,2018-06-27,7
HSG-02567,Carnarvon Reserve,Gascoyne,6,2012-03-07,6
HSG-02568,Carnarvon Reserve,Gascoyne,2,2021-04-22,6
HSG-02569,Coonana,Goldfields,6,2015-05-06,7
HSG-02570,Pia Wadjari,Mid West,3,2002-03-09,4
HSG-02571,Coonana,Goldfields,4,2015-06-19,6
HSG-02572,Yandeyarra,Pilbara,7,2016-12-29,5
HSG-02573,Pia Wadjari,Mid West,7,2018-02-11,6
HSG-02574,Kalumburu,Kimberley,5,2014-02-10,5
HSG-02575,Wongatha Wonganarra,Goldfields,7,2024-10-04,6
HSG-02576,Burringurrah,Gascoyne,10,2012-12-01,4
HSG-02577,Kalumburu,Kimberley,6,2011-12-16,5
HSG-02578,Tjuntjuntjara,Goldfields,3,2023-05-28,5
HSG-02579,Wongatha Wonganarra,Goldfields,5,2020-11-06,10
HSG-02580,Coonana,Goldfields,5,2010-10-25,3
HSG-02581,Mungullah,Mid West,6,2011-09-05,2
HSG-02582,Carnarvon Reserve,Gascoyne,5,2013-03-30,6
HSG-02583,Mungullah,Mid West,7,2021-06-28,7
HSG-02584,Coonana,Goldfields,4,2010-11-12,5
HSG-02585,Tjuntjuntjara,Goldfields,3,2002-10-28,3
HSG-02586,Cheeditha,Pilbara,6,2010-10-21,3
HSG-02587,Mungullah,Mid West,4,2009-12-03,4
HSG-02588,Mungullah,Mid West,6,2014-06-03,9
HSG-02589,Yandeyarra,Pilbara,2,2008-01-09,2
HSG-02590,Beagle Bay,Kimberley,5,2013-10-29,6
HSG-02591,Coonana,Goldfields,5,2020-06-23,5
HSG-02592,Wakathuni,Pilbara,5,2018-04-01,6
HSG-02593,Pia Wadjari,Mid West,7,1996-09-25,2
HSG-02594,Cheeditha,Pilbara,4,2013-09-18,6
HSG-02595,Mungullah,Mid West,3,2023-04-05,9
HSG-02596,Beagle Bay,Kimberley,4,2021-12-05,5
HSG-02597,Carnarvon Reserve,Gascoyne,6,2007-05-08,4
HSG-02598,Tjuntjuntjara,Goldfields,1,2025-10-19,5
HSG-02599,Pia Wadjari,Mid West,7,2016-09-25,5
HSG-02600,Warmun,Kimberley,3,2018-07-19,7
HSG-02601,Jigalong,Pilbara,4,2019-01-08,5
HSG-02602,Bidyadanga,Kimberley,5,2018-06-24,7
HSG-02603,Mungullah,Mid West,10,2010-06-06,7
HSG-02604,Kalumburu,Kimberley,8,2021-02-23,5
HSG-02605,Carnarvon Reserve,Gascoyne,3,2019-03-31,6
HSG-02606,Wakathuni,Pilbara,5,2013-01-12,4
HSG-02607,Jigalong,Pilbara,5,2013-05-23,6
HSG-02608,Carnarvon Reserve,Gascoyne,6,2024-05-03,6
HSG-02609,Pia Wadjari,Mid West,6,2016-06-07,5
HSG-02610,Jigalong,Pilbara,4,2003-10-29,3
HSG-02611,Mungullah,Mid West,9,2012-07-07,6
HSG-02612,Bidyadanga,Kimberley,5,2011-01-16,4
HSG-02613,Tjuntjuntjara,Goldfields,10,2002-06-05,4
HSG-02614,Mungullah,Mid West,4,2016-05-07,6
HSG-02615,Yandeyarra,Pilbara,6,2026-05-03,7
HSG-02616,Coonana,Goldfields,9,2016-10-02,6
HSG-02617,Wongatha Wonganarra,Goldfields,3,2022-10-22,5
HSG-02618,Cheeditha,Pilbara,6,2010-11-28,9
HSG-02619,Tjuntjuntjara,Goldfields,2,2023-04-11,8
HSG-02620,Kalumburu,Kimberley,5,2021-12-12,7
HSG-02621,Wongatha Wonganarra,Goldfields,5,2002-08-07,4
HSG-02622,Burringurrah,Gascoyne,7,2018-07-03,7
HSG-02623,Coonana,Goldfields,7,2014-04-18,5
HSG-02624,Beagle Bay,Kimberley,4,2011-05-12,3
HSG-02625,Carnarvon Reserve,Gascoyne,7,2019-06-05,6
HSG-02626,Mungullah,Mid West,3,2023-08-24,5
HSG-02627,Burringurrah,Gascoyne,4,2004-10-04,3
HSG-02628,Jigalong,Pilbara,3,2013-03-28,3
HSG-02629,Wakathuni,Pilbara,4,1996-06-06,4
HSG-02630,Wongatha Wonganarra,Goldfields,1,2014-11-26,9
HSG-02631,Yulga Jinna,Mid West,8,2010-10-22,4
HSG-02632,Warmun,Kimberley,6,2012-09-06,6
HSG-02633,Carnarvon Reserve,Gascoyne,8,2008-07-31,4
HSG-02634,Wongatha Wonganarra,Goldfields,7,2022-01-02,5
HSG-02635,Kalumburu,Kimberley,2,2024-06-08,7
HSG-02636,Wakathuni,Pilbara,8,2010-06-17,10
HSG-02637,Carnarvon Reserve,Gascoyne,2,2020-10-18,7
HSG-02638,Burringurrah,Gascoyne,4,2013-11-08,7
HSG-02639,Burringurrah,Gascoyne,2,2008-02-29,3
HSG-02640,Beagle Bay,Kimberley,3,2019-08-01,6
HSG-02641,Kalumburu,Kimberley,4,2011-09-18,7
HSG-02642,Burringurrah,Gascoyne,7,2017-02-08,7
HSG-02643,Wongatha Wonganarra,Goldfields,9,2017-08-22,6
HSG-02644,Beagle Bay,Kimberley,2,2019-05-08,8
HSG-02645,Carnarvon Reserve,Gascoyne,4,2017-05-11,7
HSG-02646,Cheeditha,Pilbara,8,2022-01-12,6
HSG-02647,Beagle Bay,Kimberley,2,2007-09-03,4
HSG-02648,Ardyaloon,Kimberley,8,2014-07-13,5
HSG-02649,Burringurrah,Gascoyne,5,2016-04-19,7
HSG-02650,Burringurrah,Gascoyne,7,2021-11-02,6
HSG-02651,Burringurrah,Gascoyne,5,2016-05-02,5
HSG-02652,Bidyadanga,Kimberley,7,2019-01-08,6
HSG-02653,Cheeditha,Pilbara,4,2025-08-27,7
HSG-02654,Carnarvon Reserve,Gascoyne,5,2001-07-05,4
HSG-02655,Wongatha Wonganarra,Goldfields,3,1997-02-20,4
HSG-02656,Mungullah,Mid West,4,2016-01-15,8
HSG-02657,Wakathuni,Pilbara,3,2021-10-14,6
HSG-02658,Wakathuni,Pilbara,4,2015-03-18,5
HSG-02659,Mungullah,Mid West,2,2011-03-02,5
HSG-02660,Mungullah,Mid West,5,2021-02-23,6
HSG-02661,Burringurrah,Gascoyne,5,2008-07-06,3
HSG-02662,Coonana,Goldfields,7,2017-03-09,6
HSG-02663,Wakathuni,Pilbara,5,2020-04-25,5
HSG-02664,Yandeyarra,Pilbara,4,2013-01-27,6
HSG-02665,Yulga Jinna,Mid West,6,2002-04-14,2
HSG-02666,Carnarvon Reserve,Gascoyne,4,2025-07-25,5
HSG-02667,Warmun,Kimberley,6,2014-05-22,8
HSG-02668,Ardyaloon,Kimberley,3,2025-03-23,5
HSG-02669,Yandeyarra,Pilbara,4,2006-03-22,4
HSG-02670,Carnarvon Reserve,Gascoyne,4,2026-04-05,7
HSG-02671,Burringurrah,Gascoyne,3,2024-02-16,6
HSG-02672,Wakathuni,Pilbara,1,1995-10-22,4
HSG-02673,Cheeditha,Pilbara,4,2015-09-29,9
HSG-02674,Jigalong,Pilbara,4,2012-08-27,2
HSG-02675,Wongatha Wonganarra,Goldfields,1,2023-05-20,6
HSG-02676,Ardyaloon,Kimberley,6,2017-04-09,6
HSG-02677,Burringurrah,Gascoyne,5,2022-05-30,8
HSG-02678,Yandeyarra,Pilbara,4,2018-10-25,7
HSG-02679,Mungullah,Mid West,1,2002-07-04,4
HSG-02680,Coonana,Goldfields,1,2013-06-15,5
HSG-02681,Warmun,Kimberley,5,2021-04-04,6
HSG-02682,Yandeyarra,Pilbara,5,2004-12-03,4
HSG-02683,Kalumburu,Kimberley,5,2004-04-04,3
HSG-02684,Coonana,Goldfields,8,2024-07-24,5
HSG-02685,Jigalong,Pilbara,4,2012-09-03,8
HSG-02686,Wongatha Wonganarra,Goldfields,2,2008-06-20,3
HSG-02687,Mungullah,Mid West,3,2016-07-16,5
HSG-02688,Tjuntjuntjara,Goldfields,6,2023-01-12,7
HSG-02689,Yulga Jinna,Mid West,10,2003-01-20,1
HSG-02690,Ardyaloon,Kimberley,6,2009-07-02,4
HSG-02691,Cheeditha,Pilbara,4,2009-11-15,4
HSG-02692,Yulga Jinna,Mid West,3,2011-04-29,9
HSG-02693,Kalumburu,Kimberley,7,2013-01-10,6
HSG-02694,Yandeyarra,Pilbara,8,2004-03-30,3
HSG-02695,Wakathuni,Pilbara,2,2002-12-23,2
HSG-02696,Pia Wadjari,Mid West,3,2010-06-12,6
HSG-02697,Yulga Jinna,Mid West,5,2016-03-22,6
HSG-02698,Wakathuni,Pilbara,2,2012-08-24,7
HSG-02699,Yulga Jinna,Mid West,6,2010-09-03,7
HSG-02700,Carnarvon Reserve,Gascoyne,1,2014-04-20,6
HSG-02701,Burringurrah,Gascoyne,2,2018-06-06,5
HSG-02702,Beagle Bay,Kimberley,6,2015-05-31,6
HSG-02703,Yandeyarra,Pilbara,3,2014-08-20,6
HSG-02704,Mungullah,Mid West,2,2023-04-30,8
HSG-02705,Tjuntjuntjara,Goldfields,5,2021-12-31,8
HSG-02706,Mungullah,Mid West,4,2013-01-28,5
HSG-02707,Jigalong,Pilbara,3,2025-03-20,7
HSG-02708,Beagle Bay,Kimberley,3,2014-05-19,7
HSG-02709,Pia Wadjari,Mid West,4,2012-06-07,2
HSG-02710,Kalumburu,Kimberley,4,2011-10-01,3
HSG-02711,Carnarvon Reserve,Gascoyne,5,2014-03-18,3
HSG-02712,Coonana,Goldfields,7,2024-01-25,5
HSG-02713,Ardyaloon,Kimberley,5,2013-03-17,7
HSG-02714,Wakathuni,Pilbara,7,2021-09-02,5
HSG-02715,Tjuntjuntjara,Goldfields,3,2000-12-14,2
HSG-02716,Yulga Jinna,Mid West,3,2014-01-06,4
HSG-02717,Beagle Bay,Kimberley,5,2024-07-05,5
HSG-02718,Kalumburu,Kimberley,7,2008-09-18,4
HSG-02719,Yandeyarra,Pilbara,5,2013-10-28,8
HSG-02720,Yulga Jinna,Mid West,6,2017-08-12,5
HSG-02721,Burringurrah,Gascoyne,4,2006-10-30,4
HSG-02722,Cheeditha,Pilbara,3,2023-09-05,5
HSG-02723,Mungullah,Mid West,7,2019-11-07,5
HSG-02724,Carnarvon Reserve,Gascoyne,2,2018-11-12,9
HSG-02725,Yandeyarra,Pilbara,6,1999-10-04,3
HSG-02726,Wongatha Wonganarra,Goldfields,4,2013-11-19,6
HSG-02727,Yandeyarra,Pilbara,9,2002-07-08,4
HSG-02728,Mungullah,Mid West,7,2018-04-06,8
HSG-02729,Ardyaloon,Kimberley,4,2014-07-28,5
HSG-02730,Coonana,Goldfields,3,2019-01-07,5
HSG-02731,Yandeyarra,Pilbara,5,2024-02-11,7
HSG-02732,Carnarvon Reserve,Gascoyne,7,2005-02-27,4
HSG-02733,Carnarvon Reserve,Gascoyne,1,2025-01-26,5
HSG-02734,Coonana,Goldfields,6,2024-08-14,6
HSG-02735,Mungullah,Mid West,4,2024-12-19,6
HSG-02736,Bidyadanga,Kimberley,8,2025-11-28,6
HSG-02737,Tjuntjuntjara,Goldfields,4,2019-12-21,5
HSG-02738,Yulga Jinna,Mid West,5,2015-03-27,8
HSG-02739,Bidyadanga,Kimberley,5,2012-09-17,5
HSG-02740,Kalumburu,Kimberley,4,2022-05-18,7
HSG-02741,Burringurrah,Gascoyne,9,2010-08-06,6
HSG-02742,Bidyadanga,Kimberley,5,2021-03-14,6
HSG-02743,Mungullah,Mid West,1,2024-02-01,7
HSG-02744,Jigalong,Pilbara,5,2020-09-16,6
HSG-02745,Burringurrah,Gascoyne,3,2012-03-26,5
HSG-02746,Tjuntjuntjara,Goldfields,4,2014-07-17,7
HSG-02747,Mungullah,Mid West,4,2014-01-30,9
HSG-02748,Yandeyarra,Pilbara,6,2009-08-16,3
HSG-02749,Mungullah,Mid West,5,2014-03-20,4
HSG-02750,Wongatha Wonganarra,Goldfields,1,2023-09-17,8
HSG-02751,Warmun,Kimberley,7,2016-03-06,6
HSG-02752,Coonana,Goldfields,5,2012-01-10,3
HSG-02753,Burringurrah,Gascoyne,4,2015-04-17,7
HSG-02754,Beagle Bay,Kimberley,3,2000-01-24,1
HSG-02755,Pia Wadjari,Mid West,5,2011-07-05,5
HSG-02756,Yandeyarra,Pilbara,5,2011-05-13,7
HSG-02757,Tjuntjuntjara,Goldfields,6,2013-11-04,6
HSG-02758,Carnarvon Reserve,Gascoyne,8,1999-11-30,3
HSG-02759,Burringurrah,Gascoyne,6,2015-04-20,7
HSG-02760,Yulga Jinna,Mid West,2,2000-01-22,3
HSG-02761,Kalumburu,Kimberley,3,2013-01-27,4
HSG-02762,Carnarvon Reserve,Gascoyne,7,2010-04-10,4
HSG-02763,Tjuntjuntjara,Goldfields,3,2008-08-15,4
HSG-02764,Mungullah,Mid West,7,2018-11-14,6
HSG-02765,Yulga Jinna,Mid West,5,2023-12-03,5
HSG-02766,Pia Wadjari,Mid West,8,1996-10-10,4
HSG-02767,Ardyaloon,Kimberley,8,2021-04-05,6
HSG-02768,Pia Wadjari,Mid West,5,2019-11-07,10
HSG-02769,Coonana,Goldfields,3,2015-12-08,5
HSG-02770,Burringurrah,Gascoyne,2,2019-06-06,7
HSG-02771,Mungullah,Mid West,9,2017-10-11,9
HSG-02772,Kalumburu,Kimberley,8,2021-10-02,5
HSG-02773,Jigalong,Pilbara,4,2003-08-18,2
HSG-02774,Kalumburu,Kimberley,9,2014-05-01,6
HSG-02775,Tjuntjuntjara,Goldfields,4,2011-02-13,8
HSG-02776,Beagle Bay,Kimberley,3,2025-06-13,6
HSG-02777,Pia Wadjari,Mid West,5,2017-07-10,7
HSG-02778,Yandeyarra,Pilbara,5,2010-04-28,3
HSG-02779,Tjuntjuntjara,Goldfields,5,2023-12-29,7
HSG-02780,Pia Wadjari,Mid West,5,2019-06-23,7
HSG-02781,Coonana,Goldfields,3,2025-04-12,5
HSG-02782,Pia Wadjari,Mid West,4,2017-03-08,7
HSG-02783,Cheeditha,Pilbara,5,2012-09-28,7
HSG-02784,Yulga Jinna,Mid West,7,2020-06-08,7
HSG-02785,Pia Wadjari,Mid West,6,1995-11-19,4
HSG-02786,Kalumburu,Kimberley,5,2020-04-21,5
HSG-02787,Carnarvon Reserve,Gascoyne,4,2015-06-26,5
HSG-02788,Coonana,Goldfields,3,2009-10-11,2
HSG-02789,Wakathuni,Pilbara,4,2016-04-03,6
HSG-02790,Pia Wadjari,Mid West,2,2025-10-11,6
HSG-02791,Wakathuni,Pilbara,9,2023-05-12,7
HSG-02792,Jigalong,Pilbara,9,2012-06-10,6
HSG-02793,Carnarvon Reserve,Gascoyne,8,2002-02-14,4
HSG-02794,Coonana,Goldfields,4,2007-06-21,1
HSG-02795,Carnarvon Reserve,Gascoyne,8,2014-11-27,8
HSG-02796,Bidyadanga,Kimberley,4,2016-09-16,5
HSG-02797,Warmun,Kimberley,3,2011-11-03,6
HSG-02798,Pia Wadjari,Mid West,7,2002-08-31,2
HSG-02799,Yulga Jinna,Mid West,6,2016-04-03,5
HSG-02800,Wakathuni,Pilbara,5,2012-11-22,6
HSG-02801,Jigalong,Pilbara,5,2012-11-18,5
HSG-02802,Wongatha Wonganarra,Goldfields,5,2012-07-12,7
HSG-02803,Wongatha Wonganarra,Goldfields,6,2023-04-16,6
HSG-02804,Ardyaloon,Kimberley,2,2025-07-18,5
HSG-02805,Mungullah,Mid West,7,2010-07-18,6
HSG-02806,Carnarvon Reserve,Gascoyne,6,2011-09-18,9
HSG-02807,Carnarvon Reserve,Gascoyne,7,2016-10-28,6
HSG-02808,Jigalong,Pilbara,4,1999-08-27,1
HSG-02809,Mungullah,Mid West,5,2019-10-03,5
HSG-02810,Bidyadanga,Kimberley,6,2011-11-03,5
HSG-02811,Mungullah,Mid West,4,2003-02-10,2
HSG-02812,Burringurrah,Gascoyne,3,2017-06-28,6
HSG-02813,Tjuntjuntjara,Goldfields,9,2012-06-22,5
HSG-02814,Yandeyarra,Pilbara,6,2013-05-16,7
HSG-02815,Ardyaloon,Kimberley,3,2021-11-20,6
HSG-02816,Burringurrah,Gascoyne,3,2016-03-05,7
HSG-02817,Burringurrah,Gascoyne,5,2018-08-20,6
HSG-02818,Mungullah,Mid West,3,2014-05-06,7
HSG-02819,Burringurrah,Gascoyne,10,2009-07-12,4
HSG-02820,Yulga Jinna,Mid West,4,2020-11-05,6
HSG-02821,Wongatha Wonganarra,Goldfields,7,2008-10-22,4
HSG-02822,Yandeyarra,Pilbara,1,2021-09-14,8
HSG-02823,Kalumburu,Kimberley,7,2001-07-18,2
HSG-02824,Wongatha Wonganarra,Goldfields,4,2020-12-16,8
HSG-02825,Yandeyarra,Pilbara,8,2024-05-16,7
HSG-02826,Mungullah,Mid West,5,2022-05-16,6
HSG-02827,Carnarvon Reserve,Gascoyne,5,2014-05-20,8
HSG-02828,Wakathuni,Pilbara,3,2003-03-01,4
HSG-02829,Jigalong,Pilbara,7,2017-02-21,5
HSG-02830,Carnarvon Reserve,Gascoyne,8,2002-01-22,4
HSG-02831,Bidyadanga,Kimberley,5,2012-03-20,4
HSG-02832,Kalumburu,Kimberley,5,2011-04-07,3
HSG-02833,Yulga Jinna,Mid West,4,2011-04-09,3
HSG-02834,Cheeditha,Pilbara,7,2018-02-28,7
HSG-02835,Ardyaloon,Kimberley,1,2010-11-29,8
HSG-02836,Wakathuni,Pilbara,10,2022-09-21,6
HSG-02837,Warmun,Kimberley,4,2023-09-23,10
HSG-02838,Beagle Bay,Kimberley,2,2012-11-21,6
HSG-02839,Wongatha Wonganarra,Goldfields,5,2012-03-11,8
HSG-02840,Cheeditha,Pilbara,6,2026-02-27,5
HSG-02841,Carnarvon Reserve,Gascoyne,3,2022-12-06,5
HSG-02842,Tjuntjuntjara,Goldfields,3,2026-03-09,6
HSG-02843,Burringurrah,Gascoyne,4,2011-02-24,3
HSG-02844,Carnarvon Reserve,Gascoyne,8,2025-09-06,5
HSG-02845,Carnarvon Reserve,Gascoyne,2,2019-11-26,5
HSG-02846,Beagle Bay,Kimberley,5,2013-12-16,2
HSG-02847,Jigalong,Pilbara,6,2011-06-13,4
HSG-02848,Cheeditha,Pilbara,9,2017-09-27,6
HSG-02849,Yandeyarra,Pilbara,4,2002-06-07,4
HSG-02850,Burringurrah,Gascoyne,5,2011-09-22,7
HSG-02851,Yulga Jinna,Mid West,5,2014-02-23,5
HSG-02852,Coonana,Goldfields,5,2007-06-17,4
HSG-02853,Tjuntjuntjara,Goldfields,4,2010-08-08,2
HSG-02854,Burringurrah,Gascoyne,7,2021-02-14,6
HSG-02855,Pia Wadjari,Mid West,3,2011-10-29,9
HSG-02856,Burringurrah,Gascoyne,5,2003-07-21,4
HSG-02857,Kalumburu,Kimberley,7,2013-10-25,6
HSG-02858,Cheeditha,Pilbara,6,2014-07-13,5
HSG-02859,Warmun,Kimberley,6,2021-05-13,5
HSG-02860,Burringurrah,Gascoyne,6,1995-11-09,2
HSG-02861,Wongatha Wonganarra,Goldfields,4,2014-11-10,9
HSG-02862,Ardyaloon,Kimberley,3,2008-12-19,4
HSG-02863,Mungullah,Mid West,4,2003-01-30,3
HSG-02864,Beagle Bay,Kimberley,1,2014-11-23,5
HSG-02865,Cheeditha,Pilbara,5,2023-05-26,5
HSG-02866,Wongatha Wonganarra,Goldfields,5,2025-12-12,6
HSG-02867,Wakathuni,Pilbara,7,2016-02-02,5
HSG-02868,Carnarvon Reserve,Gascoyne,4,2014-01-07,5
HSG-02869,Carnarvon Reserve,Gascoyne,6,2020-04-08,8
HSG-02870,Burringurrah,Gascoyne,4,2023-08-10,6
HSG-02871,Yulga Jinna,Mid West,6,2000-12-24,4
HSG-02872,Coonana,Goldfields,5,2008-05-08,3
HSG-02873,Pia Wadjari,Mid West,1,2025-01-09,6
HSG-02874,Mungullah,Mid West,4,2022-10-11,6
HSG-02875,Cheeditha,Pilbara,5,1995-11-22,4
HSG-02876,Yandeyarra,Pilbara,5,2005-05-25,3
HSG-02877,Carnarvon Reserve,Gascoyne,8,2000-01-11,3
HSG-02878,Wakathuni,Pilbara,5,2012-09-01,4
HSG-02879,Carnarvon Reserve,Gascoyne,6,2015-07-06,5
HSG-02880,Ardyaloon,Kimberley,4,2011-04-15,7
HSG-02881,Yulga Jinna,Mid West,5,2017-01-11,6
HSG-02882,Tjuntjuntjara,Goldfields,3,2002-04-25,3
HSG-02883,Burringurrah,Gascoyne,5,2010-07-24,5
HSG-02884,Warmun,Kimberley,6,2016-06-09,5
HSG-02885,Pia Wadjari,Mid West,5,2010-11-23,3
HSG-02886,Carnarvon Reserve,Gascoyne,9,2026-02-04,5
HSG-02887,Ardyaloon,Kimberley,7,2010-04-10,4
HSG-02888,Wongatha Wonganarra,Goldfields,6,2001-02-09,3
HSG-02889,Yandeyarra,Pilbara,6,2019-11-24,5
HSG-02890,Carnarvon Reserve,Gascoyne,5,2025-01-17,7
HSG-02891,Ardyaloon,Kimberley,2,2012-12-28,4
HSG-02892,Bidyadanga,Kimberley,6,2015-06-14,9
HSG-02893,Burringurrah,Gascoyne,5,2017-06-08,7
HSG-02894,Jigalong,Pilbara,5,2012-04-01,9
HSG-02895,Cheeditha,Pilbara,1,2021-08-04,6
HSG-02896,Yulga Jinna,Mid West,1,1999-06-28,1
HSG-02897,Kalumburu,Kimberley,6,2018-08-09,6
HSG-02898,Yulga Jinna,Mid West,4,2011-01-10,5
HSG-02899,Wongatha Wonganarra,Goldfields,10,2011-02-07,5
HSG-02900,Bidyadanga,Kimberley,6,2004-06-04,4
HSG-02901,Bidyadanga,Kimberley,6,2018-06-28,5
HSG-02902,Yandeyarra,Pilbara,4,2023-09-19,9
HSG-02903,Beagle Bay,Kimberley,8,2025-06-20,6
HSG-02904,Wakathuni,Pilbara,1,2014-02-25,5
HSG-02905,Mungullah,Mid West,10,2016-02-15,5
HSG-02906,Burringurrah,Gascoyne,7,2016-06-03,8
HSG-02907,Yulga Jinna,Mid West,5,2009-09-17,4
HSG-02908,Beagle Bay,Kimberley,1,2018-11-26,7
HSG-02909,Pia Wadjari,Mid West,3,2019-11-08,6
HSG-02910,Yandeyarra,Pilbara,2,2017-10-27,5
HSG-02911,Cheeditha,Pilbara,5,2023-03-16,6
HSG-02912,Mungullah,Mid West,3,2023-01-27,8
HSG-02913,Warmun,Kimberley,4,2009-01-17,2
HSG-02914,Warmun,Kimberley,5,2011-12-04,6
HSG-02915,Coonana,Goldfields,5,2023-11-30,8
HSG-02916,Mungullah,Mid West,4,2021-11-08,5
HSG-02917,Burringurrah,Gascoyne,3,2016-05-04,7
HSG-02918,Pia Wadjari,Mid West,5,2015-04-12,5
HSG-02919,Warmun,Kimberley,1,2013-02-22,8
HSG-02920,Coonana,Goldfields,2,2002-03-06,4
HSG-02921,Burringurrah,Gascoyne,6,1997-07-29,3
HSG-02922,Yulga Jinna,Mid West,2,2001-04-10,2
HSG-02923,Beagle Bay,Kimberley,7,2023-02-07,5
HSG-02924,Ardyaloon,Kimberley,10,2012-08-11,4
HSG-02925,Coonana,Goldfields,3,2011-09-03,4
HSG-02926,Bidyadanga,Kimberley,6,2018-07-18,5
HSG-02927,Pia Wadjari,Mid West,6,2002-04-14,4
HSG-02928,Cheeditha,Pilbara,2,1999-02-20,2
HSG-02929,Jigalong,Pilbara,1,2014-07-10,5
HSG-02930,Wongatha Wonganarra,Goldfields,4,2005-06-02,4
HSG-02931,Beagle Bay,Kimberley,8,2010-12-28,8
HSG-02932,Jigalong,Pilbara,4,2003-06-21,2
HSG-02933,Beagle Bay,Kimberley,4,2008-12-14,4
HSG-02934,Mungullah,Mid West,4,2013-06-25,4
HSG-02935,Pia Wadjari,Mid West,4,2016-05-21,5
HSG-02936,Cheeditha,Pilbara,4,2024-03-03,6
HSG-02937,Kalumburu,Kimberley,6,2002-10-05,4
HSG-02938,Carnarvon Reserve,Gascoyne,8,1999-01-30,4
HSG-02939,Mungullah,Mid West,1,2025-05-21,6
HSG-02940,Burringurrah,Gascoyne,3,2018-09-05,6
HSG-02941,Carnarvon Reserve,Gascoyne,1,2022-04-12,8
HSG-02942,Bidyadanga,Kimberley,6,2003-10-16,3
HSG-02943,Yulga Jinna,Mid West,2,2014-08-26,9
HSG-02944,Wongatha Wonganarra,Goldfields,3,1999-01-27,4
HSG-02945,Tjuntjuntjara,Goldfields,1,2025-11-30,5
HSG-02946,Wongatha Wonganarra,Goldfields,4,2015-09-09,7
HSG-02947,Burringurrah,Gascoyne,2,2011-01-15,3
HSG-02948,Carnarvon Reserve,Gascoyne,6,2021-11-01,7
HSG-02949,Jigalong,Pilbara,2,2014-09-20,7
HSG-02950,Beagle Bay,Kimberley,5,2012-11-29,7
HSG-02951,Yandeyarra,Pilbara,5,2007-11-22,1
HSG-02952,Bidyadanga,Kimberley,5,2011-09-06,7
HSG-02953,Cheeditha,Pilbara,3,2014-12-14,5
HSG-02954,Yulga Jinna,Mid West,5,2001-01-14,1
HSG-02955,Coonana,Goldfields,9,2012-08-09,4
HSG-02956,Burringurrah,Gascoyne,6,2022-10-21,5
HSG-02957,Yulga Jinna,Mid West,8,2015-01-05,6
HSG-02958,Ardyaloon,Kimberley,4,1998-06-20,4
HSG-02959,Wakathuni,Pilbara,7,2009-09-08,2
HSG-02960,Wongatha Wonganarra,Goldfields,6,1996-06-30,4
HSG-02961,Cheeditha,Pilbara,8,2011-01-06,6
HSG-02962,Bidyadanga,Kimberley,6,2025-10-09,6
HSG-02963,Beagle Bay,Kimberley,1,2004-08-04,4
HSG-02964,Ardyaloon,Kimberley,6,2010-12-28,6
HSG-02965,Warmun,Kimberley,8,2014-06-28,6
HSG-02966,Ardyaloon,Kimberley,3,2006-03-25,4
HSG-02967,Tjuntjuntjara,Goldfields,5,1997-06-30,1
HSG-02968,Carnarvon Reserve,Gascoyne,9,2024-01-12,6
HSG-02969,Jigalong,Pilbara,8,2000-08-09,3
HSG-02970,Bidyadanga,Kimberley,8,2019-05-15,10
HSG-02971,Pia Wadjari,Mid West,2,2018-06-18,7
HSG-02972,Pia Wadjari,Mid West,5,2002-04-15,3
HSG-02973,Tjuntjuntjara,Goldfields,6,2017-03-04,7
HSG-02974,Burringurrah,Gascoyne,4,2015-08-09,8
HSG-02975,Jigalong,Pilbara,1,2006-03-26,3
HSG-02976,Yulga Jinna,Mid West,5,2019-12-28,6
HSG-02977,Coonana,Goldfields,3,2016-08-14,7
HSG-02978,Yulga Jinna,Mid West,6,2020-11-19,7
HSG-02979,Mungullah,Mid West,5,2021-09-03,7
HSG-02980,Yulga Jinna,Mid West,4,2015-09-17,9
HSG-02981,Tjuntjuntjara,Goldfields,3,2014-10-26,9
HSG-02982,Pia Wadjari,Mid West,5,2000-10-11,3
HSG-02983,Kalumburu,Kimberley,8,2025-10-26,6
HSG-02984,Beagle Bay,Kimberley,7,2017-01-27,8
HSG-02985,Burringurrah,Gascoyne,6,2009-07-20,4
HSG-02986,Burringurrah,Gascoyne,7,2024-11-09,6
HSG-02987,Wakathuni,Pilbara,7,2013-10-08,2
HSG-02988,Burringurrah,Gascoyne,6,2013-04-19,4
HSG-02989,Bidyadanga,Kimberley,9,2022-12-11,7
HSG-02990,Carnarvon Reserve,Gascoyne,6,2016-08-15,6
HSG-02991,Yulga Jinna,Mid West,3,2016-04-30,8
HSG-02992,Kalumburu,Kimberley,9,2024-06-04,6
HSG-02993,Jigalong,Pilbara,8,1996-09-25,4
HSG-02994,Jigalong,Pilbara,3,2021-12-27,6
HSG-02995,Wongatha Wonganarra,Goldfields,6,2025-09-23,5
